Data Point 1,06-Feb-20 9:30:00,Off
Data Point 2,06-Feb-20 9:30:00,No Data
Data Point 3,06-Feb-20 9:30:00,150.2924805
Data Point 4,06-Feb-20 9:30:00,150.1744843
Data Point 1,06-Feb-20 9:31:00,Off
Data Point 2,06-Feb-20 9:31:00,No Data
Data Point 3,06-Feb-20 9:31:00,150.293335
Data Point 4,06-Feb-20 9:31:00,150.1760864
Data Point 1,06-Feb-20 9:32:00,Off
Data Point 2,06-Feb-20 9:32:00,No Data
Data Point 3,06-Feb-20 9:32:00,150.2941895
Data Point 4,06-Feb-20 9:32:00,150.1776886
Data Point 1,06-Feb-20 9:33:00,Off
Data Point 2,06-Feb-20 9:33:00,No Data
Data Point 3,06-Feb-20 9:33:00,150.2950592
Data Point 4,06-Feb-20 9:33:00,150.1792908
Data Point 1,06-Feb-20 9:34:00,Off
Data Point 2,06-Feb-20 9:34:00,No Data
Data Point 3,06-Feb-20 9:34:00,150.2959137
Data Point 4,06-Feb-20 9:34:00,150.1808929
Data Point 1,06-Feb-20 9:35:00,Off
Data Point 2,06-Feb-20 9:35:00,No Data
Data Point 3,06-Feb-20 9:35:00,150.2967834
Data Point 4,06-Feb-20 9:35:00,150.1824951
Data Point 1,06-Feb-20 9:36:00,Off
Data Point 2,06-Feb-20 9:36:00,No Data
Data Point 3,06-Feb-20 9:36:00,150.2976379
Data Point 4,06-Feb-20 9:36:00,150.1840973
Data Point 1,06-Feb-20 9:37:00,Off
Data Point 2,06-Feb-20 9:37:00,No Data
Data Point 3,06-Feb-20 9:37:00,150.2985077
Data Point 4,06-Feb-20 9:37:00,150.1856995
Data Point 1,06-Feb-20 9:38:00,Off
Data Point 2,06-Feb-20 9:38:00,No Data
Data Point 3,06-Feb-20 9:38:00,150.2993622
Data Point 4,06-Feb-20 9:38:00,150.1873169
Data Point 1,06-Feb-20 9:39:00,Off
Data Point 2,06-Feb-20 9:39:00,No Data
Data Point 3,06-Feb-20 9:39:00,153.9002167
Data Point 4,06-Feb-20 9:39:00,150.1889191
Data Point 1,06-Feb-20 9:40:00,Off
Data Point 2,06-Feb-20 9:40:00,No Data
Data Point 3,06-Feb-20 9:40:00,153.9010864
Data Point 4,06-Feb-20 9:40:00,150.1905212
Data Point 1,06-Feb-20 9:41:00,Off
Data Point 2,06-Feb-20 9:41:00,No Data
Data Point 3,06-Feb-20 9:41:00,153.9019409
Data Point 4,06-Feb-20 9:41:00,150.1921234
Data Point 1,06-Feb-20 9:42:00,Off
Data Point 2,06-Feb-20 9:42:00,No Data
Data Point 3,06-Feb-20 9:42:00,153.9028107
Data Point 4,06-Feb-20 9:42:00,150.1937256
Data Point 1,06-Feb-20 9:43:00,Off
Data Point 2,06-Feb-20 9:43:00,No Data
Data Point 3,06-Feb-20 9:43:00,153.9036652
Data Point 4,06-Feb-20 9:43:00,150.1953278
Data Point 1,06-Feb-20 9:44:00,Off
Data Point 2,06-Feb-20 9:44:00,No Data
Data Point 3,06-Feb-20 9:44:00,153.9045197
Data Point 4,06-Feb-20 9:44:00,150.1969299
Data Point 1,06-Feb-20 9:45:00,Off
Data Point 2,06-Feb-20 9:45:00,No Data
Data Point 3,06-Feb-20 9:45:00,153.9053894
Data Point 4,06-Feb-20 9:45:00,150.1985321
Data Point 1,06-Feb-20 9:46:00,Off
Data Point 2,06-Feb-20 9:46:00,No Data
Data Point 3,06-Feb-20 9:46:00,153.9062439
Data Point 4,06-Feb-20 9:46:00,150.1501343
Data Point 1,06-Feb-20 9:47:00,Off
Data Point 2,06-Feb-20 9:47:00,No Data
Data Point 3,06-Feb-20 9:47:00,153.9071136
Data Point 4,06-Feb-20 9:47:00,150.2017517
Data Point 1,06-Feb-20 9:48:00,Off
Data Point 2,06-Feb-20 9:48:00,No Data
Data Point 3,06-Feb-20 9:48:00,153.9079681
Data Point 4,06-Feb-20 9:48:00,150.2033539
Data Point 1,06-Feb-20 9:49:00,Off
Data Point 2,06-Feb-20 9:49:00,No Data
Data Point 3,06-Feb-20 9:49:00,153.9088379
Data Point 4,06-Feb-20 9:49:00,150.2049561
Data Point 1,06-Feb-20 9:50:00,Off
Data Point 2,06-Feb-20 9:50:00,No Data
Data Point 3,06-Feb-20 9:50:00,153.9096924
Data Point 4,06-Feb-20 9:50:00,150.2065582
Data Point 1,06-Feb-20 9:51:00,Off
Data Point 2,06-Feb-20 9:51:00,No Data
Data Point 3,06-Feb-20 9:51:00,153.9105469
Data Point 4,06-Feb-20 9:51:00,150.2081604
Data Point 1,06-Feb-20 9:52:00,Off
Data Point 2,06-Feb-20 9:52:00,No Data
Data Point 3,06-Feb-20 9:52:00,153.9114166
Data Point 4,06-Feb-20 9:52:00,150.2097626
Data Point 1,06-Feb-20 9:53:00,Off
Data Point 2,06-Feb-20 9:53:00,No Data
Data Point 3,06-Feb-20 9:53:00,153.9122711
Data Point 4,06-Feb-20 9:53:00,150.2113647
Data Point 1,06-Feb-20 9:54:00,Off
Data Point 2,06-Feb-20 9:54:00,No Data
Data Point 3,06-Feb-20 9:54:00,153.9131409
Data Point 4,06-Feb-20 9:54:00,150.2129669
Data Point 1,06-Feb-20 9:55:00,Off
Data Point 2,06-Feb-20 9:55:00,No Data
Data Point 3,06-Feb-20 9:55:00,153.9139954
Data Point 4,06-Feb-20 9:55:00,150.2145691
Data Point 1,06-Feb-20 9:56:00,Off
Data Point 2,06-Feb-20 9:56:00,No Data
Data Point 3,06-Feb-20 9:56:00,153.9148651
Data Point 4,06-Feb-20 9:56:00,150.2161865
Data Point 1,06-Feb-20 9:57:00,Off
Data Point 2,06-Feb-20 9:57:00,No Data
Data Point 3,06-Feb-20 9:57:00,153.9157196
Data Point 4,06-Feb-20 9:57:00,150.2177887
Data Point 1,06-Feb-20 9:58:00,Off
Data Point 2,06-Feb-20 9:58:00,No Data
Data Point 3,06-Feb-20 9:58:00,153.9165741
Data Point 4,06-Feb-20 9:58:00,150.2193909
Data Point 1,06-Feb-20 9:59:00,Off
Data Point 2,06-Feb-20 9:59:00,No Data
Data Point 3,06-Feb-20 9:59:00,153.9174438
Data Point 4,06-Feb-20 9:59:00,150.220993
Data Point 1,06-Feb-20 10:00:00,Off
Data Point 2,06-Feb-20 10:00:00,No Data
Data Point 3,06-Feb-20 10:00:00,153.9182983
Data Point 4,06-Feb-20 10:00:00,150.2225952
Data Point 1,06-Feb-20 10:01:00,Off
Data Point 2,06-Feb-20 10:01:00,No Data
Data Point 3,06-Feb-20 10:01:00,153.9191681
Data Point 4,06-Feb-20 10:01:00,150.2241974
Data Point 1,06-Feb-20 10:02:00,Off
Data Point 2,06-Feb-20 10:02:00,No Data
Data Point 3,06-Feb-20 10:02:00,153.9150226
Data Point 4,06-Feb-20 10:02:00,150.2257996
Data Point 1,06-Feb-20 10:03:00,Off
Data Point 2,06-Feb-20 10:03:00,No Data
Data Point 3,06-Feb-20 10:03:00,153.9208923
Data Point 4,06-Feb-20 10:03:00,150.2274017
Data Point 1,06-Feb-20 10:04:00,Off
Data Point 2,06-Feb-20 10:04:00,No Data
Data Point 3,06-Feb-20 10:04:00,153.9217468
Data Point 4,06-Feb-20 10:04:00,150.2290039
Data Point 1,06-Feb-20 10:05:00,Off
Data Point 2,06-Feb-20 10:05:00,No Data
Data Point 3,06-Feb-20 10:05:00,153.9226013
Data Point 4,06-Feb-20 10:05:00,150.2306213
Data Point 1,06-Feb-20 10:06:00,Off
Data Point 2,06-Feb-20 10:06:00,No Data
Data Point 3,06-Feb-20 10:06:00,153.9234711
Data Point 4,06-Feb-20 10:06:00,150.2322235
Data Point 1,06-Feb-20 10:07:00,Off
Data Point 2,06-Feb-20 10:07:00,No Data
Data Point 3,06-Feb-20 10:07:00,153.9243256
Data Point 4,06-Feb-20 10:07:00,150.2338257
Data Point 1,06-Feb-20 10:08:00,Off
Data Point 2,06-Feb-20 10:08:00,No Data
Data Point 3,06-Feb-20 10:08:00,153.9251953
Data Point 4,06-Feb-20 10:08:00,150.2354279
Data Point 1,06-Feb-20 10:09:00,Off
Data Point 2,06-Feb-20 10:09:00,No Data
Data Point 3,06-Feb-20 10:09:00,153.9260498
Data Point 4,06-Feb-20 10:09:00,150.23703
Data Point 1,06-Feb-20 10:10:00,Off
Data Point 2,06-Feb-20 10:10:00,No Data
Data Point 3,06-Feb-20 10:10:00,153.9269043
Data Point 4,06-Feb-20 10:10:00,150.2386322
Data Point 1,06-Feb-20 10:11:00,Off
Data Point 2,06-Feb-20 10:11:00,No Data
Data Point 3,06-Feb-20 10:11:00,153.927774
Data Point 4,06-Feb-20 10:11:00,150.2402344
Data Point 1,06-Feb-20 10:12:00,Off
Data Point 2,06-Feb-20 10:12:00,No Data
Data Point 3,06-Feb-20 10:12:00,153.9286285
Data Point 4,06-Feb-20 10:12:00,150.2418365
Data Point 1,06-Feb-20 10:13:00,Off
Data Point 2,06-Feb-20 10:13:00,No Data
Data Point 3,06-Feb-20 10:13:00,153.9294983
Data Point 4,06-Feb-20 10:13:00,150.2434387
Data Point 1,06-Feb-20 10:14:00,Off
Data Point 2,06-Feb-20 10:14:00,No Data
Data Point 3,06-Feb-20 10:14:00,153.9303528
Data Point 4,06-Feb-20 10:14:00,150.2450562
Data Point 1,06-Feb-20 10:15:00,Off
Data Point 2,06-Feb-20 10:15:00,No Data
Data Point 3,06-Feb-20 10:15:00,153.9312225
Data Point 4,06-Feb-20 10:15:00,150.2466583
Data Point 1,06-Feb-20 10:16:00,Off
Data Point 2,06-Feb-20 10:16:00,No Data
Data Point 3,06-Feb-20 10:16:00,153.932077
Data Point 4,06-Feb-20 10:16:00,150.2482605
Data Point 1,06-Feb-20 10:17:00,Off
Data Point 2,06-Feb-20 10:17:00,No Data
Data Point 3,06-Feb-20 10:17:00,153.9329315
Data Point 4,06-Feb-20 10:17:00,150.2498627
Data Point 1,06-Feb-20 10:18:00,Off
Data Point 2,06-Feb-20 10:18:00,No Data
Data Point 3,06-Feb-20 10:18:00,153.9338013
Data Point 4,06-Feb-20 10:18:00,150.2514648
Data Point 1,06-Feb-20 10:19:00,Off
Data Point 2,06-Feb-20 10:19:00,No Data
Data Point 3,06-Feb-20 10:19:00,153.9346558
Data Point 4,06-Feb-20 10:19:00,150.253067
Data Point 1,06-Feb-20 10:20:00,Off
Data Point 2,06-Feb-20 10:20:00,No Data
Data Point 3,06-Feb-20 10:20:00,153.9355255
Data Point 4,06-Feb-20 10:20:00,150.2546692
Data Point 1,06-Feb-20 10:21:00,Off
Data Point 2,06-Feb-20 10:21:00,No Data
Data Point 3,06-Feb-20 10:21:00,153.93638
Data Point 4,06-Feb-20 10:21:00,150.2562714
Data Point 1,06-Feb-20 10:22:00,Off
Data Point 2,06-Feb-20 10:22:00,No Data
Data Point 3,06-Feb-20 10:22:00,153.9372498
Data Point 4,06-Feb-20 10:22:00,150.2578735
Data Point 1,06-Feb-20 10:23:00,Off
Data Point 2,06-Feb-20 10:23:00,No Data
Data Point 3,06-Feb-20 10:23:00,153.9381042
Data Point 4,06-Feb-20 10:23:00,150.259491
Data Point 1,06-Feb-20 10:24:00,Off
Data Point 2,06-Feb-20 10:24:00,No Data
Data Point 3,06-Feb-20 10:24:00,153.9389587
Data Point 4,06-Feb-20 10:24:00,150.2610931
Data Point 1,06-Feb-20 10:25:00,Off
Data Point 2,06-Feb-20 10:25:00,No Data
Data Point 3,06-Feb-20 10:25:00,153.9398285
Data Point 4,06-Feb-20 10:25:00,150.2626953
Data Point 1,06-Feb-20 10:26:00,Off
Data Point 2,06-Feb-20 10:26:00,No Data
Data Point 3,06-Feb-20 10:26:00,153.940683
Data Point 4,06-Feb-20 10:26:00,150.2642975
Data Point 1,06-Feb-20 10:27:00,Off
Data Point 2,06-Feb-20 10:27:00,No Data
Data Point 3,06-Feb-20 10:27:00,153.9415527
Data Point 4,06-Feb-20 10:27:00,150.2658997
Data Point 1,06-Feb-20 10:28:00,Off
Data Point 2,06-Feb-20 10:28:00,No Data
Data Point 3,06-Feb-20 10:28:00,153.9424072
Data Point 4,06-Feb-20 10:28:00,150.2675018
Data Point 1,06-Feb-20 10:29:00,Off
Data Point 2,06-Feb-20 10:29:00,No Data
Data Point 3,06-Feb-20 10:29:00,153.943277
Data Point 4,06-Feb-20 10:29:00,150.269104
Data Point 1,06-Feb-20 10:30:00,Off
Data Point 2,06-Feb-20 10:30:00,No Data
Data Point 3,06-Feb-20 10:30:00,153.9441315
Data Point 4,06-Feb-20 10:30:00,150.2707062
Data Point 1,06-Feb-20 10:31:00,Off
Data Point 2,06-Feb-20 10:31:00,No Data
Data Point 3,06-Feb-20 10:31:00,153.944986
Data Point 4,06-Feb-20 10:31:00,150.2723083
Data Point 1,06-Feb-20 10:32:00,Off
Data Point 2,06-Feb-20 10:32:00,No Data
Data Point 3,06-Feb-20 10:32:00,153.9458557
Data Point 4,06-Feb-20 10:32:00,150.2739258
Data Point 1,06-Feb-20 10:33:00,Off
Data Point 2,06-Feb-20 10:33:00,No Data
Data Point 3,06-Feb-20 10:33:00,153.9467102
Data Point 4,06-Feb-20 10:33:00,150.275528
Data Point 1,06-Feb-20 10:34:00,Off
Data Point 2,06-Feb-20 10:34:00,No Data
Data Point 3,06-Feb-20 10:34:00,153.94758
Data Point 4,06-Feb-20 10:34:00,150.2771301
Data Point 1,06-Feb-20 10:35:00,Off
Data Point 2,06-Feb-20 10:35:00,No Data
Data Point 3,06-Feb-20 10:35:00,153.9484344
Data Point 4,06-Feb-20 10:35:00,150.2787323
Data Point 1,06-Feb-20 10:36:00,Off
Data Point 2,06-Feb-20 10:36:00,No Data
Data Point 3,06-Feb-20 10:36:00,153.9492889
Data Point 4,06-Feb-20 10:36:00,150.2803345
Data Point 1,06-Feb-20 10:37:00,Off
Data Point 2,06-Feb-20 10:37:00,No Data
Data Point 3,06-Feb-20 10:37:00,153.9501587
Data Point 4,06-Feb-20 10:37:00,150.2819366
Data Point 1,06-Feb-20 10:38:00,Off
Data Point 2,06-Feb-20 10:38:00,No Data
Data Point 3,06-Feb-20 10:38:00,153.9510132
Data Point 4,06-Feb-20 10:38:00,150.2835388
Data Point 1,06-Feb-20 10:39:00,Off
Data Point 2,06-Feb-20 10:39:00,No Data
Data Point 3,06-Feb-20 10:39:00,153.9518829
Data Point 4,06-Feb-20 10:39:00,150.285141
Data Point 1,06-Feb-20 10:40:00,Off
Data Point 2,06-Feb-20 10:40:00,No Data
Data Point 3,06-Feb-20 10:40:00,153.9527374
Data Point 4,06-Feb-20 10:40:00,150.2867432
Data Point 1,06-Feb-20 10:41:00,Off
Data Point 2,06-Feb-20 10:41:00,No Data
Data Point 3,06-Feb-20 10:41:00,153.9536072
Data Point 4,06-Feb-20 10:41:00,150.2883606
Data Point 1,06-Feb-20 10:42:00,Off
Data Point 2,06-Feb-20 10:42:00,No Data
Data Point 3,06-Feb-20 10:42:00,153.9544617
Data Point 4,06-Feb-20 10:42:00,150.2899628
Data Point 1,06-Feb-20 10:43:00,Off
Data Point 2,06-Feb-20 10:43:00,No Data
Data Point 3,06-Feb-20 10:43:00,153.9553162
Data Point 4,06-Feb-20 10:43:00,150.2915649
Data Point 1,06-Feb-20 10:44:00,Off
Data Point 2,06-Feb-20 10:44:00,No Data
Data Point 3,06-Feb-20 10:44:00,153.9561859
Data Point 4,06-Feb-20 10:44:00,150.2931671
Data Point 1,06-Feb-20 10:45:00,Off
Data Point 2,06-Feb-20 10:45:00,No Data
Data Point 3,06-Feb-20 10:45:00,153.9570404
Data Point 4,06-Feb-20 10:45:00,150.2947693
Data Point 1,06-Feb-20 10:46:00,Off
Data Point 2,06-Feb-20 10:46:00,No Data
Data Point 3,06-Feb-20 10:46:00,153.9579102
Data Point 4,06-Feb-20 10:46:00,150.2963715
Data Point 1,06-Feb-20 10:47:00,Off
Data Point 2,06-Feb-20 10:47:00,No Data
Data Point 3,06-Feb-20 10:47:00,153.9587646
Data Point 4,06-Feb-20 10:47:00,150.2979736
Data Point 1,06-Feb-20 10:48:00,Off
Data Point 2,06-Feb-20 10:48:00,No Data
Data Point 3,06-Feb-20 10:48:00,153.9596344
Data Point 4,06-Feb-20 10:48:00,150.2995758
Data Point 1,06-Feb-20 10:49:00,Off
Data Point 2,06-Feb-20 10:49:00,No Data
Data Point 3,06-Feb-20 10:49:00,153.9604889
Data Point 4,06-Feb-20 10:49:00,153.901178
Data Point 1,06-Feb-20 10:50:00,Off
Data Point 2,06-Feb-20 10:50:00,No Data
Data Point 3,06-Feb-20 10:50:00,153.9613434
Data Point 4,06-Feb-20 10:50:00,153.9027954
Data Point 1,06-Feb-20 10:51:00,Off
Data Point 2,06-Feb-20 10:51:00,No Data
Data Point 3,06-Feb-20 10:51:00,153.9622131
Data Point 4,06-Feb-20 10:51:00,153.9043976
Data Point 1,06-Feb-20 10:52:00,Off
Data Point 2,06-Feb-20 10:52:00,No Data
Data Point 3,06-Feb-20 10:52:00,153.9630676
Data Point 4,06-Feb-20 10:52:00,153.9059998
Data Point 1,06-Feb-20 10:53:00,Off
Data Point 2,06-Feb-20 10:53:00,No Data
Data Point 3,06-Feb-20 10:53:00,153.9639374
Data Point 4,06-Feb-20 10:53:00,153.9076019
Data Point 1,06-Feb-20 10:54:00,Off
Data Point 2,06-Feb-20 10:54:00,No Data
Data Point 3,06-Feb-20 10:54:00,153.9674774
Data Point 4,06-Feb-20 10:54:00,153.9092041
Data Point 1,06-Feb-20 10:55:00,Off
Data Point 2,06-Feb-20 10:55:00,No Data
Data Point 3,06-Feb-20 10:55:00,150.4743958
Data Point 4,06-Feb-20 10:55:00,153.9108063
Data Point 1,06-Feb-20 10:56:00,Off
Data Point 2,06-Feb-20 10:56:00,No Data
Data Point 3,06-Feb-20 10:56:00,201.4961853
Data Point 4,06-Feb-20 10:56:00,201.2400208
Data Point 1,06-Feb-20 10:57:00,Off
Data Point 2,06-Feb-20 10:57:00,No Data
Data Point 3,06-Feb-20 10:57:00,202.7673492
Data Point 4,06-Feb-20 10:57:00,203.0003204
Data Point 1,06-Feb-20 10:58:00,Off
Data Point 2,06-Feb-20 10:58:00,No Data
Data Point 3,06-Feb-20 10:58:00,206.2567291
Data Point 4,06-Feb-20 10:58:00,205.6083679
Data Point 1,06-Feb-20 10:59:00,Off
Data Point 2,06-Feb-20 10:59:00,No Data
Data Point 3,06-Feb-20 10:59:00,208.6462097
Data Point 4,06-Feb-20 10:59:00,207.9033508
Data Point 1,06-Feb-20 11:00:00,Off
Data Point 2,06-Feb-20 11:00:00,No Data
Data Point 3,06-Feb-20 11:00:00,209.0990753
Data Point 4,06-Feb-20 11:00:00,208.4781494
Data Point 1,06-Feb-20 11:01:00,Off
Data Point 2,06-Feb-20 11:01:00,No Data
Data Point 3,06-Feb-20 11:01:00,210.6022339
Data Point 4,06-Feb-20 11:01:00,209.8555603
Data Point 1,06-Feb-20 11:02:00,Off
Data Point 2,06-Feb-20 11:02:00,No Data
Data Point 3,06-Feb-20 11:02:00,211.1301575
Data Point 4,06-Feb-20 11:02:00,211.0212402
Data Point 1,06-Feb-20 11:03:00,Off
Data Point 2,06-Feb-20 11:03:00,No Data
Data Point 3,06-Feb-20 11:03:00,211.3061066
Data Point 4,06-Feb-20 11:03:00,211.3682861
Data Point 1,06-Feb-20 11:04:00,Off
Data Point 2,06-Feb-20 11:04:00,No Data
Data Point 3,06-Feb-20 11:04:00,212.326355
Data Point 4,06-Feb-20 11:04:00,211.7153168
Data Point 1,06-Feb-20 11:05:00,Off
Data Point 2,06-Feb-20 11:05:00,No Data
Data Point 3,06-Feb-20 11:05:00,211.0022125
Data Point 4,06-Feb-20 11:05:00,211.0546875
Data Point 1,06-Feb-20 11:06:00,Off
Data Point 2,06-Feb-20 11:06:00,No Data
Data Point 3,06-Feb-20 11:06:00,210.8115997
Data Point 4,06-Feb-20 11:06:00,210.6573181
Data Point 1,06-Feb-20 11:07:00,Off
Data Point 2,06-Feb-20 11:07:00,No Data
Data Point 3,06-Feb-20 11:07:00,211.2286072
Data Point 4,06-Feb-20 11:07:00,211.2013092
Data Point 1,06-Feb-20 11:08:00,Off
Data Point 2,06-Feb-20 11:08:00,No Data
Data Point 3,06-Feb-20 11:08:00,213.0284119
Data Point 4,06-Feb-20 11:08:00,213.096405
Data Point 1,06-Feb-20 11:09:00,Off
Data Point 2,06-Feb-20 11:09:00,No Data
Data Point 3,06-Feb-20 11:09:00,214.8513184
Data Point 4,06-Feb-20 11:09:00,215.1748352
Data Point 1,06-Feb-20 11:10:00,Off
Data Point 2,06-Feb-20 11:10:00,No Data
Data Point 3,06-Feb-20 11:10:00,218.0510101
Data Point 4,06-Feb-20 11:10:00,217.4858856
Data Point 1,06-Feb-20 11:11:00,Off
Data Point 2,06-Feb-20 11:11:00,No Data
Data Point 3,06-Feb-20 11:11:00,220.7791595
Data Point 4,06-Feb-20 11:11:00,220.1313782
Data Point 1,06-Feb-20 11:12:00,Off
Data Point 2,06-Feb-20 11:12:00,No Data
Data Point 3,06-Feb-20 11:12:00,222.0176392
Data Point 4,06-Feb-20 11:12:00,221.7553558
Data Point 1,06-Feb-20 11:13:00,Off
Data Point 2,06-Feb-20 11:13:00,No Data
Data Point 3,06-Feb-20 11:13:00,224.102478
Data Point 4,06-Feb-20 11:13:00,223.022171
Data Point 1,06-Feb-20 11:14:00,Off
Data Point 2,06-Feb-20 11:14:00,No Data
Data Point 3,06-Feb-20 11:14:00,225.0788422
Data Point 4,06-Feb-20 11:14:00,224.2889709
Data Point 1,06-Feb-20 11:15:00,Off
Data Point 2,06-Feb-20 11:15:00,No Data
Data Point 3,06-Feb-20 11:15:00,226.180542
Data Point 4,06-Feb-20 11:15:00,225.5540161
Data Point 1,06-Feb-20 11:16:00,Off
Data Point 2,06-Feb-20 11:16:00,No Data
Data Point 3,06-Feb-20 11:16:00,226.3154449
Data Point 4,06-Feb-20 11:16:00,225.8762207
Data Point 1,06-Feb-20 11:17:00,Off
Data Point 2,06-Feb-20 11:17:00,No Data
Data Point 3,06-Feb-20 11:17:00,226.4503632
Data Point 4,06-Feb-20 11:17:00,226.1984406
Data Point 1,06-Feb-20 11:18:00,Off
Data Point 2,06-Feb-20 11:18:00,No Data
Data Point 3,06-Feb-20 11:18:00,228.6772308
Data Point 4,06-Feb-20 11:18:00,227.8394012
Data Point 1,06-Feb-20 11:19:00,Off
Data Point 2,06-Feb-20 11:19:00,No Data
Data Point 3,06-Feb-20 11:19:00,230.3321533
Data Point 4,06-Feb-20 11:19:00,229.576828
Data Point 1,06-Feb-20 11:20:00,Off
Data Point 2,06-Feb-20 11:20:00,No Data
Data Point 3,06-Feb-20 11:20:00,231.9379425
Data Point 4,06-Feb-20 11:20:00,231.145813
Data Point 1,06-Feb-20 11:21:00,Off
Data Point 2,06-Feb-20 11:21:00,No Data
Data Point 3,06-Feb-20 11:21:00,232.5589294
Data Point 4,06-Feb-20 11:21:00,232.4560852
Data Point 1,06-Feb-20 11:22:00,Off
Data Point 2,06-Feb-20 11:22:00,No Data
Data Point 3,06-Feb-20 11:22:00,234.9676971
Data Point 4,06-Feb-20 11:22:00,233.9879761
Data Point 1,06-Feb-20 11:23:00,Off
